name	length	type	molecule	unit	aliases
chrUn_GL456368v1	20208	unplaced		primary	GL456368.1,MSCHRUN_CTG22,NT_166452.1
chrUn_GL456370v1	26764	unplaced		primary	GL456370.1,MSCHRUN_CTG19,NT_166454.1
chrUn_GL456372v1	28664	unplaced		primary	GL456372.1,MSCHRUN_CTG16,NT_166456.1
chrUn_GL456378v1	31602	unplaced		primary	GL456378.1,MSCHRUN_CTG3,NT_166462.1
chrUn_GL456379v1	72385	unplaced		primary	GL456379.1,MSCHRUN_CTG20,NT_166463.1
chrUn_GL456381v1	25871	unplaced		primary	GL456381.1,MSCHRUN_CTG4,NT_166465.1
chrUn_GL456382v1	23158	unplaced		primary	GL456382.1,MSCHRUN_CTG5,NT_166466.1
chrUn_GL456383v1	38659	unplaced		primary	GL456383.1,MSCHRUN_CTG6,NT_166467.1
chrUn_GL456385v1	35240	unplaced		primary	GL456385.1,MSCHRUN_CTG7,NT_166469.1
chrUn_GL456387v1	24685	unplaced		primary	GL456387.1,MSCHRUN_CTG17,NT_166471.1
chrUn_GL456389v1	28772	unplaced		primary	GL456389.1,MSCHRUN_CTG18,NT_166473.1
chrUn_GL456390v1	24668	unplaced		primary	GL456390.1,MSCHRUN_CTG9,NT_166474.1
chrUn_GL456392v1	23629	unplaced		primary	GL456392.1,MSCHRUN_CTG10,NT_166476.1
chrUn_GL456394v1	24323	unplaced		primary	GL456394.1,MSCHRUN_CTG12,NT_166478.1
chrUn_GL456396v1	21240	unplaced		primary	GL456396.1,MSCHRUN_CTG15,NT_166480.1
chrUn_JH584304v1	114452	unplaced		primary	JH584304.1,MSCHRUN_CTG23,NT_187064.1
chrUn_MU069435v1	31129	unplaced		primary	MU069435.1,MSCHRUN_CTG24,NW_023337853.1

