name	length	type	molecule	unit	aliases
chrUn_KN149695v1	190731	unplaced		primary	NW_003039389.3,KN149695.1
chrUn_KN149696v1	368637	unplaced		primary	NW_003039384.3,KN149696.1
chrUn_KN149697v1	40969	unplaced		primary	NW_008805346.1,KN149697.1
chrUn_KN149698v1	108577	unplaced		primary	NW_008805347.1,KN149698.1
chrUn_KN149699v1	33146	unplaced		primary	NW_003336805.1,KN149699.1
chrUn_KN149700v1	40050	unplaced		primary	NW_003337144.1,KN149700.1
chrUn_KN149701v1	3760	unplaced		primary	NW_008805348.1,KN149701.1
chrUn_KN149702v1	100325	unplaced		primary	NW_008805349.1,KN149702.1
chrUn_KN149703v1	13902	unplaced		primary	NW_003336866.1,KN149703.1
chrUn_KN149704v1	48089	unplaced		primary	NW_008805350.1,KN149704.1
chrUn_KN149705v1	27926	unplaced		primary	NW_003336598.1,KN149705.1
chrUn_KN149706v1	33279	unplaced		primary	NW_003336851.1,KN149706.1
chrUn_KN149707v1	6001	unplaced		primary	NW_008805351.1,KN149707.1
chrUn_KN149708v1	20567	unplaced		primary	NW_003337018.1,KN149708.1
chrUn_KN149709v1	27814	unplaced		primary	NW_003336433.1,KN149709.1
chrUn_KN149710v1	50974	unplaced		primary	NW_003335779.1,KN149710.1
chrUn_KN149711v1	11473	unplaced		primary	NW_003336950.1,KN149711.1
chrUn_KN149712v1	1115	unplaced		primary	NW_008805352.1,KN149712.1
chrUn_KN149713v1	10094	unplaced		primary	NW_008805353.1,KN149713.1
chrUn_KN149714v1	74622	unplaced		primary	NW_003337205.1,KN149714.1
chrUn_KN149715v1	19020	unplaced		primary	NW_003336714.2,KN149715.1
chrUn_KN149716v1	42229	unplaced		primary	NW_003334619.1,KN149716.1
chrUn_KN149717v1	47589	unplaced		primary	NW_003337229.1,KN149717.1
chrUn_KN149718v1	65247	unplaced		primary	NW_003336716.1,KN149718.1
chrUn_KN149719v1	47531	unplaced		primary	NW_003337263.1,KN149719.1
chrUn_KN149720v1	10211	unplaced		primary	NW_008805354.1,KN149720.1
chrUn_KN149721v1	25462	unplaced		primary	NW_003336827.1,KN149721.1
chrUn_KN149722v1	13397	unplaced		primary	NW_003336457.1,KN149722.1
chrUn_KN149723v1	55784	unplaced		primary	NW_003337194.1,KN149723.1
chrUn_KN149724v1	11849	unplaced		primary	NW_003336519.1,KN149724.1
chrUn_KN149725v1	69829	unplaced		primary	NW_003336869.1,KN149725.1
chrUn_KN149726v1	2146	unplaced		primary	NW_008805355.1,KN149726.1
chrUn_KN149727v1	24871	unplaced		primary	NW_003336152.2,KN149727.1
chrUn_KN149728v1	9442	unplaced		primary	NW_003336547.1,KN149728.1
chrUn_KN149729v1	5608	unplaced		primary	NW_008805356.1,KN149729.1
chrUn_KN149730v1	14804	unplaced		primary	NW_003336623.1,KN149730.1
chrUn_KN149731v1	19431	unplaced		primary	NW_008805357.1,KN149731.1
chrUn_KN149732v1	16041	unplaced		primary	NW_003336490.1,KN149732.1
chrUn_KN149733v1	21637	unplaced		primary	NW_003336868.1,KN149733.1
chrUn_KN149734v1	6288	unplaced		primary	NW_003337155.1,KN149734.1
chrUn_KN149735v1	5747	unplaced		primary	NW_008805358.1,KN149735.1
chrUn_KN149736v1	1649	unplaced		primary	NW_008805359.1,KN149736.1
chrUn_KN149737v1	27700	unplaced		primary	NW_003336345.1,KN149737.1
chrUn_KN149738v1	10603	unplaced		primary	NW_003337254.2,KN149738.1
chrUn_KN149739v1	51610	unplaced		primary	NW_003336823.1,KN149739.1
chrUn_KN149740v1	1265	unplaced		primary	NW_003334432.1,KN149740.1
chrUn_KN149741v1	21941	unplaced		primary	NW_003337078.1,KN149741.1
chrUn_KN149742v1	2671	unplaced		primary	NW_003336474.1,KN149742.1
chrUn_KN149743v1	21023	unplaced		primary	NW_003336724.1,KN149743.1
chrUn_KN149744v1	19164	unplaced		primary	NW_008805360.1,KN149744.1
chrUn_KN149745v1	8150	unplaced		primary	NW_003337249.1,KN149745.1
chrUn_KN149746v1	10900	unplaced		primary	NW_008805361.1,KN149746.1
chrUn_KN149747v1	16275	unplaced		primary	NW_003336980.1,KN149747.1
chrUn_KN149748v1	96570	unplaced		primary	NW_003336540.1,KN149748.1
chrUn_KN149749v1	40089	unplaced		primary	NW_003336941.1,KN149749.1
chrUn_KN149750v1	13928	unplaced		primary	NW_003336571.1,KN149750.1
chrUn_KN149751v1	15848	unplaced		primary	NW_003336649.1,KN149751.1
chrUn_KN149752v1	16628	unplaced		primary	NW_003335206.1,KN149752.1
chrUn_KN149753v1	30249	unplaced		primary	NW_003336977.1,KN149753.1
chrUn_KN149754v1	40214	unplaced		primary	NW_003336969.1,KN149754.1
chrUn_KN149755v1	11941	unplaced		primary	NW_003337240.1,KN149755.1
chrUn_KN149756v1	11785	unplaced		primary	NW_003337114.1,KN149756.1
chrUn_KN149757v1	16145	unplaced		primary	NW_003334832.2,KN149757.1
chrUn_KN149758v1	9515	unplaced		primary	NW_003336859.1,KN149758.1
chrUn_KN149759v1	38290	unplaced		primary	NW_008805362.1,KN149759.1
chrUn_KN149760v1	46605	unplaced		primary	NW_003336744.1,KN149760.1
chrUn_KN149761v1	14795	unplaced		primary	NW_003336095.2,KN149761.1
chrUn_KN149762v1	17936	unplaced		primary	NW_008805363.1,KN149762.1
chrUn_KN149763v1	19644	unplaced		primary	NW_003336711.1,KN149763.1
chrUn_KN149764v1	19831	unplaced		primary	NW_003337091.2,KN149764.1
chrUn_KN149765v1	29197	unplaced		primary	NW_003336801.1,KN149765.1
chrUn_KN149766v1	14664	unplaced		primary	NW_003336970.1,KN149766.1
chrUn_KN149767v1	30874	unplaced		primary	NW_003337044.1,KN149767.1
chrUn_KN149768v1	17671	unplaced		primary	NW_003336765.1,KN149768.1
chrUn_KN149769v1	53048	unplaced		primary	NW_003337010.1,KN149769.1
chrUn_KN149770v1	12046	unplaced		primary	NW_003337047.1,KN149770.1
chrUn_KN149771v1	14151	unplaced		primary	NW_003336986.1,KN149771.1
chrUn_KN149772v1	13273	unplaced		primary	NW_003337052.1,KN149772.1
chrUn_KN149773v1	1302	unplaced		primary	NW_003335749.1,KN149773.1
chrUn_KN149774v1	12337	unplaced		primary	NW_003336170.1,KN149774.1
chrUn_KN149775v1	18776	unplaced		primary	NW_003334589.1,KN149775.1
chrUn_KN149776v1	2919	unplaced		primary	NW_003335549.1,KN149776.1
chrUn_KN149777v1	1553	unplaced		primary	NW_008805364.1,KN149777.1
chrUn_KN149778v1	111598	unplaced		primary	NW_003337175.1,KN149778.1
chrUn_KN149779v1	21664	unplaced		primary	NW_003334443.1,KN149779.1
chrUn_KN149780v1	19718	unplaced		primary	NW_003334404.1,KN149780.1
chrUn_KN149781v1	9962	unplaced		primary	NW_003334099.1,KN149781.1
chrUn_KN149782v1	36097	unplaced		primary	NW_003337232.1,KN149782.1
chrUn_KN149783v1	11892	unplaced		primary	NW_003336802.1,KN149783.1
chrUn_KN149784v1	73829	unplaced		primary	NW_003337109.1,KN149784.1
chrUn_KN149785v1	1577	unplaced		primary	NW_003336582.1,KN149785.1
chrUn_KN149786v1	1745	unplaced		primary	NW_008805365.1,KN149786.1
chrUn_KN149787v1	39794	unplaced		primary	NW_003335933.1,KN149787.1
chrUn_KN149788v1	8794	unplaced		primary	NW_008805366.1,KN149788.1
chrUn_KN149789v1	12990	unplaced		primary	NW_003337184.1,KN149789.1
chrUn_KN149790v1	115850	unplaced		primary	NW_003336877.1,KN149790.1
chrUn_KN149791v1	17273	unplaced		primary	NW_003336635.1,KN149791.1
chrUn_KN149792v1	11232	unplaced		primary	NW_003337069.1,KN149792.1
chrUn_KN149793v1	13298	unplaced		primary	NW_008805367.1,KN149793.1
chrUn_KN149794v1	25440	unplaced		primary	NW_008805368.1,KN149794.1
chrUn_KN149795v1	34615	unplaced		primary	NW_003336860.1,KN149795.1
chrUn_KN149796v1	25635	unplaced		primary	NW_003336550.1,KN149796.1
chrUn_KN149797v1	102101	unplaced		primary	NW_003334026.1,KN149797.1
chrUn_KN149798v1	1990	unplaced		primary	NW_003336837.1,KN149798.1
chrUn_KN149799v1	27060	unplaced		primary	NW_003335558.1,KN149799.1
chrUn_KN149800v1	42049	unplaced		primary	NW_008805369.1,KN149800.1
chrUn_KN149801v1	4454	unplaced		primary	NW_003336889.1,KN149801.1
chrUn_KN149802v1	3818	unplaced		primary	NW_003334854.1,KN149802.1
chrUn_KN149803v1	16018	unplaced		primary	NW_003337090.1,KN149803.1
chrUn_KN149804v1	10148	unplaced		primary	NW_003337095.1,KN149804.1
chrUn_KN149805v1	12432	unplaced		primary	NW_003336290.1,KN149805.1
chrUn_KN149806v1	15157	unplaced		primary	NW_008805370.1,KN149806.1
chrUn_KN149807v1	12512	unplaced		primary	NW_003334875.1,KN149807.1
chrUn_KN149808v1	15454	unplaced		primary	NW_003336495.1,KN149808.1
chrUn_KN149809v1	2001	unplaced		primary	NW_003336915.1,KN149809.1
chrUn_KN149810v1	15043	unplaced		primary	NW_003336919.1,KN149810.1
chrUn_KN149811v1	8720	unplaced		primary	NW_003336886.1,KN149811.1
chrUn_KN149812v1	51419	unplaced		primary	NW_003336288.1,KN149812.1
chrUn_KN149813v1	59009	unplaced		primary	NW_003336509.1,KN149813.1
chrUn_KN149814v1	25878	unplaced		primary	NW_003334686.1,KN149814.1
chrUn_KN149815v1	33337	unplaced		primary	NW_003334684.1,KN149815.1
chrUn_KN149816v1	10128	unplaced		primary	NW_003335521.2,KN149816.1
chrUn_KN149817v1	11116	unplaced		primary	NW_003337049.1,KN149817.1
chrUn_KN149818v1	25942	unplaced		primary	NW_003335384.1,KN149818.1
chrUn_KN149819v1	10210	unplaced		primary	NW_008805371.1,KN149819.1
chrUn_KN149820v1	1281	unplaced		primary	NW_008805372.1,KN149820.1
chrUn_KN149821v1	31785	unplaced		primary	NW_003336346.1,KN149821.1
chrUn_KN149822v1	2460	unplaced		primary	NW_003336643.1,KN149822.1
chrUn_KN149823v1	14034	unplaced		primary	NW_003335161.1,KN149823.1
chrUn_KN149824v1	2357	unplaced		primary	NW_003336698.1,KN149824.1
chrUn_KN149825v1	22128	unplaced		primary	NW_003336761.1,KN149825.1
chrUn_KN149826v1	90482	unplaced		primary	NW_003336654.1,KN149826.1
chrUn_KN149827v1	13555	unplaced		primary	NW_008805373.1,KN149827.1
chrUn_KN149828v1	11414	unplaced		primary	NW_003336660.1,KN149828.1
chrUn_KN149829v1	27323	unplaced		primary	NW_003335757.1,KN149829.1
chrUn_KN149830v1	32768	unplaced		primary	NW_008805374.1,KN149830.1
chrUn_KN149831v1	50343	unplaced		primary	NW_008805375.1,KN149831.1
chrUn_KN149832v1	12483	unplaced		primary	NW_003336959.1,KN149832.1
chrUn_KN149833v1	2778	unplaced		primary	NW_008805376.1,KN149833.1
chrUn_KN149834v1	17343	unplaced		primary	NW_003337098.1,KN149834.1
chrUn_KN149835v1	25861	unplaced		primary	NW_003334814.2,KN149835.1
chrUn_KN149836v1	34954	unplaced		primary	NW_003335691.1,KN149836.1
chrUn_KN149837v1	8007	unplaced		primary	NW_003336667.1,KN149837.1
chrUn_KN149838v1	29025	unplaced		primary	NW_003337138.1,KN149838.1
chrUn_KN149839v1	12998	unplaced		primary	NW_003336838.1,KN149839.1
chrUn_KN149840v1	46864	unplaced		primary	NW_003336831.1,KN149840.1
chrUn_KN149841v1	10085	unplaced		primary	NW_003336073.1,KN149841.1
chrUn_KN149842v1	17614	unplaced		primary	NW_003335960.1,KN149842.1
chrUn_KN149843v1	33258	unplaced		primary	NW_003336867.1,KN149843.1
chrUn_KN149844v1	10201	unplaced		primary	NW_003336430.1,KN149844.1
chrUn_KN149845v1	3367	unplaced		primary	NW_008805377.1,KN149845.1
chrUn_KN149846v1	28664	unplaced		primary	NW_003336483.1,KN149846.1
chrUn_KN149847v1	130903	unplaced		primary	NW_003337258.1,KN149847.1
chrUn_KN149848v1	10341	unplaced		primary	NW_003336432.1,KN149848.1
chrUn_KN149849v1	20421	unplaced		primary	NW_008805378.1,KN149849.1
chrUn_KN149850v1	33401	unplaced		primary	NW_003337014.1,KN149850.1
chrUn_KN149851v1	12094	unplaced		primary	NW_003336419.1,KN149851.1
chrUn_KN149852v1	30223	unplaced		primary	NW_008805379.1,KN149852.1
chrUn_KN149853v1	12817	unplaced		primary	NW_003336917.1,KN149853.1
chrUn_KN149854v1	6367	unplaced		primary	NW_008805380.1,KN149854.1
chrUn_KN149855v1	23165	unplaced		primary	NW_003334236.1,KN149855.1
chrUn_KN149856v1	35330	unplaced		primary	NW_003334447.1,KN149856.1
chrUn_KN149857v1	10132	unplaced		primary	NW_008805381.1,KN149857.1
chrUn_KN149858v1	44054	unplaced		primary	NW_003334458.2,KN149858.1
chrUn_KN149859v1	53306	unplaced		primary	NW_003336720.1,KN149859.1
chrUn_KN149860v1	17408	unplaced		primary	NW_003336315.1,KN149860.1
chrUn_KN149861v1	14336	unplaced		primary	NW_003336809.1,KN149861.1
chrUn_KN149862v1	11987	unplaced		primary	NW_003336301.1,KN149862.1
chrUn_KN149863v1	11955	unplaced		primary	NW_008805382.1,KN149863.1
chrUn_KN149864v1	12929	unplaced		primary	NW_008805383.1,KN149864.1
chrUn_KN149865v1	49167	unplaced		primary	NW_008805384.1,KN149865.1
chrUn_KN149866v1	14752	unplaced		primary	NW_003337099.1,KN149866.1
chrUn_KN149867v1	1514	unplaced		primary	NW_008805385.1,KN149867.1
chrUn_KN149868v1	50629	unplaced		primary	NW_003336470.1,KN149868.1
chrUn_KN149869v1	21474	unplaced		primary	NW_008805386.1,KN149869.1
chrUn_KN149870v1	44680	unplaced		primary	NW_003336738.1,KN149870.1
chrUn_KN149871v1	22553	unplaced		primary	NW_003336239.1,KN149871.1
chrUn_KN149872v1	12222	unplaced		primary	NW_008805387.1,KN149872.1
chrUn_KN149873v1	1146	unplaced		primary	NW_008805388.1,KN149873.1
chrUn_KN149874v1	5295	unplaced		primary	NW_003335638.2,KN149874.1
chrUn_KN149875v1	13354	unplaced		primary	NW_008805389.1,KN149875.1
chrUn_KN149876v1	11298	unplaced		primary	NW_003336849.1,KN149876.1
chrUn_KN149877v1	30410	unplaced		primary	NW_003336883.1,KN149877.1
chrUn_KN149878v1	7547	unplaced		primary	NW_008805390.1,KN149878.1
chrUn_KN149879v1	11893	unplaced		primary	NW_003335459.1,KN149879.1
chrUn_KN149880v1	64889	unplaced		primary	NW_008805391.1,KN149880.1
chrUn_KN149881v1	10736	unplaced		primary	NW_008805392.1,KN149881.1
chrUn_KN149882v1	7649	unplaced		primary	NW_008805393.1,KN149882.1
chrUn_KN149883v1	12434	unplaced		primary	NW_003334215.1,KN149883.1
chrUn_KN149884v1	51715	unplaced		primary	NW_008805394.1,KN149884.1
chrUn_KN149885v1	1347	unplaced		primary	NW_003337168.1,KN149885.1
chrUn_KN149886v1	1633	unplaced		primary	NW_003336535.1,KN149886.1
chrUn_KN149887v1	11971	unplaced		primary	NW_003336454.2,KN149887.1
chrUn_KN149888v1	17117	unplaced		primary	NW_003336349.1,KN149888.1
chrUn_KN149889v1	10166	unplaced		primary	NW_003336465.1,KN149889.1
chrUn_KN149890v1	12029	unplaced		primary	NW_003336424.1,KN149890.1
chrUn_KN149891v1	10762	unplaced		primary	NW_003336702.1,KN149891.1
chrUn_KN149892v1	24638	unplaced		primary	NW_003336629.1,KN149892.1
chrUn_KN149893v1	27995	unplaced		primary	NW_003337247.1,KN149893.1
chrUn_KN149894v1	15058	unplaced		primary	NW_008805395.1,KN149894.1
chrUn_KN149895v1	92930	unplaced		primary	NW_003334263.2,KN149895.1
chrUn_KN149896v1	13102	unplaced		primary	NW_003336289.1,KN149896.1
chrUn_KN149897v1	14044	unplaced		primary	NW_003336689.1,KN149897.1
chrUn_KN149898v1	4537	unplaced		primary	NW_008805396.1,KN149898.1
chrUn_KN149899v1	13632	unplaced		primary	NW_003336497.1,KN149899.1
chrUn_KN149900v1	11016	unplaced		primary	NW_008805397.1,KN149900.1
chrUn_KN149901v1	10512	unplaced		primary	NW_003337164.1,KN149901.1
chrUn_KN149902v1	16044	unplaced		primary	NW_003336449.1,KN149902.1
chrUn_KN149903v1	11318	unplaced		primary	NW_008805398.1,KN149903.1
chrUn_KN149904v1	89156	unplaced		primary	NW_003336333.2,KN149904.1
chrUn_KN149905v1	14056	unplaced		primary	NW_003336852.1,KN149905.1
chrUn_KN149906v1	38987	unplaced		primary	NW_003336751.1,KN149906.1
chrUn_KN149907v1	9870	unplaced		primary	NW_003337174.1,KN149907.1
chrUn_KN149908v1	12800	unplaced		primary	NW_003336848.1,KN149908.1
chrUn_KN149909v1	40056	unplaced		primary	NW_003336633.1,KN149909.1
chrUn_KN149910v1	142061	unplaced		primary	NW_003335139.1,KN149910.1
chrUn_KN149911v1	11128	unplaced		primary	NW_003336186.1,KN149911.1
chrUn_KN149912v1	77979	unplaced		primary	NW_003334245.1,KN149912.1
chrUn_KN149913v1	16487	unplaced		primary	NW_003337199.1,KN149913.1
chrUn_KN149914v1	18241	unplaced		primary	NW_003336354.1,KN149914.1
chrUn_KN149915v1	10395	unplaced		primary	NW_003336864.1,KN149915.1
chrUn_KN149916v1	4293	unplaced		primary	NW_003334505.1,KN149916.1
chrUn_KN149917v1	3831	unplaced		primary	NW_003335158.1,KN149917.1
chrUn_KN149918v1	6170	unplaced		primary	NW_008805399.1,KN149918.1
chrUn_KN149919v1	21073	unplaced		primary	NW_003336948.1,KN149919.1
chrUn_KN149920v1	18168	unplaced		primary	NW_003334756.2,KN149920.1
chrUn_KN149921v1	28254	unplaced		primary	NW_003336310.1,KN149921.1
chrUn_KN149922v1	12529	unplaced		primary	NW_008805400.1,KN149922.1
chrUn_KN149923v1	36729	unplaced		primary	NW_008805401.1,KN149923.1
chrUn_KN149924v1	23395	unplaced		primary	NW_003336874.1,KN149924.1
chrUn_KN149925v1	29860	unplaced		primary	NW_003336561.2,KN149925.1
chrUn_KN149926v1	3688	unplaced		primary	NW_003335249.1,KN149926.1
chrUn_KN149927v1	11950	unplaced		primary	NW_003335051.1,KN149927.1
chrUn_KN149928v1	14297	unplaced		primary	NW_003336610.1,KN149928.1
chrUn_KN149929v1	38097	unplaced		primary	NW_008805402.1,KN149929.1
chrUn_KN149930v1	98773	unplaced		primary	NW_003335313.1,KN149930.1
chrUn_KN149931v1	6703	unplaced		primary	NW_003335250.1,KN149931.1
chrUn_KN149932v1	89521	unplaced		primary	NW_003334672.2,KN149932.1
chrUn_KN149933v1	13433	unplaced		primary	NW_003336909.1,KN149933.1
chrUn_KN149934v1	12451	unplaced		primary	NW_003337169.1,KN149934.1
chrUn_KN149935v1	9230	unplaced		primary	NW_003336782.1,KN149935.1
chrUn_KN149936v1	16058	unplaced		primary	NW_003337066.1,KN149936.1
chrUn_KN149937v1	14110	unplaced		primary	NW_003335043.1,KN149937.1
chrUn_KN149938v1	12455	unplaced		primary	NW_003335831.2,KN149938.1
chrUn_KN149939v1	76611	unplaced		primary	NW_003336586.1,KN149939.1
chrUn_KN149940v1	11887	unplaced		primary	NW_003336458.1,KN149940.1
chrUn_KN149941v1	13607	unplaced		primary	NW_003336575.1,KN149941.1
chrUn_KN149942v1	9522	unplaced		primary	NW_008805403.1,KN149942.1
chrUn_KN149943v1	29608	unplaced		primary	NW_003334256.1,KN149943.1
chrUn_KN149944v1	24909	unplaced		primary	NW_003336415.1,KN149944.1
chrUn_KN149945v1	9994	unplaced		primary	NW_008805404.1,KN149945.1
chrUn_KN149946v1	33071	unplaced		primary	NW_003336936.1,KN149946.1
chrUn_KN149947v1	23293	unplaced		primary	NW_008805405.1,KN149947.1
chrUn_KN149948v1	117499	unplaced		primary	NW_003336703.1,KN149948.1
chrUn_KN149949v1	64126	unplaced		primary	NW_003336421.1,KN149949.1
chrUn_KN149950v1	5952	unplaced		primary	NW_003336979.1,KN149950.1
chrUn_KN149951v1	5000	unplaced		primary	NW_008805406.1,KN149951.1
chrUn_KN149952v1	66365	unplaced		primary	NW_003336406.1,KN149952.1
chrUn_KN149953v1	46218	unplaced		primary	NW_003337062.1,KN149953.1
chrUn_KN149954v1	1953	unplaced		primary	NW_008805407.1,KN149954.1
chrUn_KN149955v1	19758	unplaced		primary	NW_003336646.1,KN149955.1
chrUn_KN149956v1	1889	unplaced		primary	NW_008805408.1,KN149956.1
chrUn_KN149957v1	1094	unplaced		primary	NW_008805409.1,KN149957.1
chrUn_KN149958v1	43073	unplaced		primary	NW_003336942.1,KN149958.1
chrUn_KN149959v1	59274	unplaced		primary	NW_003336480.1,KN149959.1
chrUn_KN149960v1	9235	unplaced		primary	NW_003336389.1,KN149960.1
chrUn_KN149961v1	20600	unplaced		primary	NW_003337190.1,KN149961.1
chrUn_KN149962v1	136181	unplaced		primary	NW_003335337.2,KN149962.1
chrUn_KN149963v1	83881	unplaced		primary	NW_003336881.1,KN149963.1
chrUn_KN149964v1	11592	unplaced		primary	NW_008805410.1,KN149964.1
chrUn_KN149965v1	14790	unplaced		primary	NW_003336066.1,KN149965.1
chrUn_KN149966v1	131566	unplaced		primary	NW_008805411.1,KN149966.1
chrUn_KN149967v1	8612	unplaced		primary	NW_003335242.1,KN149967.1
chrUn_KN149968v1	82990	unplaced		primary	NW_003336650.1,KN149968.1
chrUn_KN149969v1	13714	unplaced		primary	NW_003336580.1,KN149969.1
chrUn_KN149970v1	17511	unplaced		primary	NW_003336817.2,KN149970.1
chrUn_KN149971v1	11275	unplaced		primary	NW_008805412.1,KN149971.1
chrUn_KN149972v1	1358	unplaced		primary	NW_008805413.1,KN149972.1
chrUn_KN149973v1	35555	unplaced		primary	NW_003336937.1,KN149973.1
chrUn_KN149974v1	19596	unplaced		primary	NW_003336967.1,KN149974.1
chrUn_KN149975v1	2035	unplaced		primary	NW_008805414.1,KN149975.1
chrUn_KN149976v1	11858	unplaced		primary	NW_003336371.1,KN149976.1
chrUn_KN149977v1	20138	unplaced		primary	NW_003337153.2,KN149977.1
chrUn_KN149978v1	16801	unplaced		primary	NW_003337086.1,KN149978.1
chrUn_KN149979v1	22834	unplaced		primary	NW_003336097.2,KN149979.1
chrUn_KN149980v1	7980	unplaced		primary	NW_008805415.1,KN149980.1
chrUn_KN149981v1	12811	unplaced		primary	NW_003337160.1,KN149981.1
chrUn_KN149982v1	31814	unplaced		primary	NW_003337139.1,KN149982.1
chrUn_KN149983v1	17884	unplaced		primary	NW_003336330.2,KN149983.1
chrUn_KN149984v1	96477	unplaced		primary	NW_003337241.1,KN149984.1
chrUn_KN149985v1	1354	unplaced		primary	NW_008805416.1,KN149985.1
chrUn_KN149986v1	8801	unplaced		primary	NW_003334166.1,KN149986.1
chrUn_KN149987v1	38433	unplaced		primary	NW_003336196.1,KN149987.1
chrUn_KN149988v1	9944	unplaced		primary	NW_003336685.1,KN149988.1
chrUn_KN149989v1	34480	unplaced		primary	NW_003336748.2,KN149989.1
chrUn_KN149990v1	57651	unplaced		primary	NW_003337093.1,KN149990.1
chrUn_KN149991v1	9871	unplaced		primary	NW_003337156.1,KN149991.1
chrUn_KN149992v1	57912	unplaced		primary	NW_003336600.1,KN149992.1
chrUn_KN149993v1	16921	unplaced		primary	NW_003336466.1,KN149993.1
chrUn_KN149994v1	1137	unplaced		primary	NW_003336317.1,KN149994.1
chrUn_KN149995v1	12015	unplaced		primary	NW_008805417.1,KN149995.1
chrUn_KN149996v1	33528	unplaced		primary	NW_003337137.1,KN149996.1
chrUn_KN149997v1	6296	unplaced		primary	NW_003336787.1,KN149997.1
chrUn_KN149998v1	74724	unplaced		primary	NW_003336316.1,KN149998.1
chrUn_KN149999v1	14071	unplaced		primary	NW_003336567.1,KN149999.1
chrUn_KN150000v1	69737	unplaced		primary	NW_003334656.2,KN150000.1
chrUn_KN150001v1	28767	unplaced		primary	NW_003334035.2,KN150001.1
chrUn_KN150002v1	17430	unplaced		primary	NW_003336323.1,KN150002.1
chrUn_KN150003v1	19572	unplaced		primary	NW_008805418.1,KN150003.1
chrUn_KN150004v1	11444	unplaced		primary	NW_003334666.2,KN150004.1
chrUn_KN150005v1	34409	unplaced		primary	NW_003336945.1,KN150005.1
chrUn_KN150006v1	10518	unplaced		primary	NW_003336825.1,KN150006.1
chrUn_KN150007v1	13072	unplaced		primary	NW_003336659.1,KN150007.1
chrUn_KN150008v1	15572	unplaced		primary	NW_003337256.1,KN150008.1
chrUn_KN150009v1	17727	unplaced		primary	NW_003336489.1,KN150009.1
chrUn_KN150010v1	14703	unplaced		primary	NW_003337119.1,KN150010.1
chrUn_KN150011v1	12995	unplaced		primary	NW_003336777.1,KN150011.1
chrUn_KN150012v1	11998	unplaced		primary	NW_008805419.1,KN150012.1
