name	length	type	molecule	unit	aliases
chrX_DS483893v1_random	4012	unlocalized	chrX	primary	NW_001845182.1,DS483893.1,211000022280539
chrX_DS483897v1_random	3984	unlocalized	chrX	primary	NW_001845186.1,DS483897.1,211000022279731
chrX_DS483903v1_random	3941	unlocalized	chrX	primary	NW_001845192.1,DS483903.1,211000022280603
chrX_DS483905v1_random	3926	unlocalized	chrX	primary	NW_001845194.1,DS483905.1,211000022279673
chrX_DS483907v1_random	3921	unlocalized	chrX	primary	NW_001845196.1,DS483907.1,211000022280439
chrX_DS483909v1_random	3913	unlocalized	chrX	primary	NW_001845198.1,DS483909.1,211000022280593
chrX_DS483923v1_random	3775	unlocalized	chrX	primary	NW_001845212.1,DS483923.1,211000022280629
chrX_DS483926v1_random	3745	unlocalized	chrX	primary	NW_001845215.1,DS483926.1,211000022280625
chrX_DS483928v1_random	3730	unlocalized	chrX	primary	NW_001845217.1,DS483928.1,211000022280495
chrX_DS483946v1_random	3603	unlocalized	chrX	primary	NW_001845235.1,DS483946.1,211000022280620
chrX_DS483948v1_random	3602	unlocalized	chrX	primary	NW_001845237.1,DS483948.1,211000022280578
chrX_DS483950v1_random	3582	unlocalized	chrX	primary	NW_001845239.1,DS483950.1,211000022280470
chrX_DS483955v1_random	3553	unlocalized	chrX	primary	NW_001845244.1,DS483955.1,211000022279730
chrX_DS483963v1_random	3523	unlocalized	chrX	primary	NW_001845252.1,DS483963.1,211000022278896
chrX_DS483969v1_random	3498	unlocalized	chrX	primary	NW_001845258.1,DS483969.1,211000022280668
chrX_DS483971v1_random	3478	unlocalized	chrX	primary	NW_001845260.1,DS483971.1,211000022279499
chrX_DS483974v1_random	3473	unlocalized	chrX	primary	NW_001845263.1,DS483974.1,211000022280597
chrX_DS483995v1_random	3347	unlocalized	chrX	primary	NW_001845284.1,DS483995.1,211000022279188
chrX_DS484002v1_random	3290	unlocalized	chrX	primary	NW_001845291.1,DS484002.1,211000022279772
chrX_DS484005v1_random	3275	unlocalized	chrX	primary	NW_001845294.1,DS484005.1,211000022279497
chrX_DS484012v1_random	3254	unlocalized	chrX	primary	NW_001845301.1,DS484012.1,211000022278361
chrX_DS484023v1_random	3206	unlocalized	chrX	primary	NW_001845312.1,DS484023.1,211000022278544
chrX_DS484026v1_random	3201	unlocalized	chrX	primary	NW_001845315.1,DS484026.1,211000022280669
chrX_DS484046v1_random	3123	unlocalized	chrX	primary	NW_001845335.1,DS484046.1,211000022280587
chrX_DS484051v1_random	3100	unlocalized	chrX	primary	NW_001845340.1,DS484051.1,211000022280538
chrX_DS484057v1_random	3076	unlocalized	chrX	primary	NW_001845346.1,DS484057.1,211000022279109
chrX_DS484060v1_random	3065	unlocalized	chrX	primary	NW_001845349.1,DS484060.1,211000022280641
chrX_DS484061v1_random	3059	unlocalized	chrX	primary	NW_001845350.1,DS484061.1,211000022280532
chrX_DS484067v1_random	3024	unlocalized	chrX	primary	NW_001845356.1,DS484067.1,211000022279460
chrX_DS484072v1_random	3002	unlocalized	chrX	primary	NW_001845361.1,DS484072.1,211000022279081
chrX_DS484074v1_random	2999	unlocalized	chrX	primary	NW_001845363.1,DS484074.1,211000022278235
chrX_DS484075v1_random	2996	unlocalized	chrX	primary	NW_001845364.1,DS484075.1,211000022280542
chrX_DS484081v1_random	2964	unlocalized	chrX	primary	NW_001845370.1,DS484081.1,211000022280584
chrX_DS484084v1_random	2956	unlocalized	chrX	primary	NW_001845373.1,DS484084.1,211000022278208
chrX_DS484085v1_random	2945	unlocalized	chrX	primary	NW_001845374.1,DS484085.1,211000022279277
chrX_DS484088v1_random	2937	unlocalized	chrX	primary	NW_001845377.1,DS484088.1,211000022279608
chrX_DS484099v1_random	2910	unlocalized	chrX	primary	NW_001845388.1,DS484099.1,211000022280639
chrX_DS484101v1_random	2904	unlocalized	chrX	primary	NW_001845390.1,DS484101.1,211000022278724
chrX_DS484112v1_random	2877	unlocalized	chrX	primary	NW_001845401.1,DS484112.1,211000022278846
chrX_DS484114v1_random	2871	unlocalized	chrX	primary	NW_001845403.1,DS484114.1,211000022278868
chrX_DS484124v1_random	2846	unlocalized	chrX	primary	NW_001845413.1,DS484124.1,211000022279968
chrX_DS484125v1_random	2844	unlocalized	chrX	primary	NW_001845414.1,DS484125.1,211000022279698
chrX_DS484126v1_random	2841	unlocalized	chrX	primary	NW_001845415.1,DS484126.1,211000022278463
chrX_DS484130v1_random	2834	unlocalized	chrX	primary	NW_001845419.1,DS484130.1,211000022279552
chrX_DS484131v1_random	2833	unlocalized	chrX	primary	NW_001845420.1,DS484131.1,211000022279703
chrX_DS484132v1_random	2830	unlocalized	chrX	primary	NW_001845421.1,DS484132.1,211000022280642
chrX_DS484133v1_random	2829	unlocalized	chrX	primary	NW_001845422.1,DS484133.1,211000022280592
chrX_DS484135v1_random	2825	unlocalized	chrX	primary	NW_001845424.1,DS484135.1,211000022279408
chrX_DS484136v1_random	2823	unlocalized	chrX	primary	NW_001845425.1,DS484136.1,211000022278821
chrX_DS484137v1_random	2822	unlocalized	chrX	primary	NW_001845426.1,DS484137.1,211000022279082
chrX_DS484140v1_random	2819	unlocalized	chrX	primary	NW_001845429.1,DS484140.1,211000022280537
chrX_DS484143v1_random	2814	unlocalized	chrX	primary	NW_001845432.1,DS484143.1,211000022279502
chrX_DS484161v1_random	2781	unlocalized	chrX	primary	NW_001845450.1,DS484161.1,211000022278209
chrX_DS484162v1_random	2765	unlocalized	chrX	primary	NW_001845451.1,DS484162.1,211000022279298
chrX_DS484165v1_random	2751	unlocalized	chrX	primary	NW_001845454.1,DS484165.1,211000022279287
chrX_DS484166v1_random	2750	unlocalized	chrX	primary	NW_001845455.1,DS484166.1,211000022280632
chrX_DS484178v1_random	2698	unlocalized	chrX	primary	NW_001845467.1,DS484178.1,211000022278921
chrX_DS484182v1_random	2689	unlocalized	chrX	primary	NW_001845471.1,DS484182.1,211000022278645
chrX_DS484185v1_random	2686	unlocalized	chrX	primary	NW_001845474.1,DS484185.1,211000022280148
chrX_DS484187v1_random	2671	unlocalized	chrX	primary	NW_001845476.1,DS484187.1,211000022280095
chrX_DS484198v1_random	2641	unlocalized	chrX	primary	NW_001845487.1,DS484198.1,211000022278630
chrX_DS484200v1_random	2639	unlocalized	chrX	primary	NW_001845489.1,DS484200.1,211000022278316
chrX_DS484201v1_random	2637	unlocalized	chrX	primary	NW_001845490.1,DS484201.1,211000022278615
chrX_DS484203v1_random	2635	unlocalized	chrX	primary	NW_001845492.1,DS484203.1,211000022279917
chrX_DS484215v1_random	2605	unlocalized	chrX	primary	NW_001845504.1,DS484215.1,211000022278648
chrX_DS484216v1_random	2603	unlocalized	chrX	primary	NW_001845505.1,DS484216.1,211000022280062
chrX_DS484219v1_random	2591	unlocalized	chrX	primary	NW_001845508.1,DS484219.1,211000022278299
chrX_DS484235v1_random	2557	unlocalized	chrX	primary	NW_001845524.1,DS484235.1,211000022278489
chrX_DS484252v1_random	2520	unlocalized	chrX	primary	NW_001845541.1,DS484252.1,211000022278831
chrX_DS484260v1_random	2505	unlocalized	chrX	primary	NW_001845549.1,DS484260.1,211000022279062
chrX_DS484261v1_random	2500	unlocalized	chrX	primary	NW_001845550.1,DS484261.1,211000022278622
chrX_DS484268v1_random	2475	unlocalized	chrX	primary	NW_001845557.1,DS484268.1,211000022279902
chrX_DS484272v1_random	2464	unlocalized	chrX	primary	NW_001845561.1,DS484272.1,211000022278172
chrX_DS484273v1_random	2463	unlocalized	chrX	primary	NW_001845562.1,DS484273.1,211000022279994
chrX_DS484278v1_random	2439	unlocalized	chrX	primary	NW_001845567.1,DS484278.1,211000022280586
chrX_DS484284v1_random	2432	unlocalized	chrX	primary	NW_001845573.1,DS484284.1,211000022278225
chrX_DS484288v1_random	2425	unlocalized	chrX	primary	NW_001845577.1,DS484288.1,211000022278828
chrX_DS484293v1_random	2420	unlocalized	chrX	primary	NW_001845582.1,DS484293.1,211000022279537
chrX_DS484297v1_random	2413	unlocalized	chrX	primary	NW_001845586.1,DS484297.1,211000022279967
chrX_DS484298v1_random	2412	unlocalized	chrX	primary	NW_001845587.1,DS484298.1,211000022278578
chrX_DS484305v1_random	2389	unlocalized	chrX	primary	NW_001845594.1,DS484305.1,211000022278908
chrX_DS484316v1_random	2379	unlocalized	chrX	primary	NW_001845605.1,DS484316.1,211000022280453
chrX_DS484319v1_random	2372	unlocalized	chrX	primary	NW_001845608.1,DS484319.1,211000022279530
chrX_DS484322v1_random	2366	unlocalized	chrX	primary	NW_001845611.1,DS484322.1,211000022279340
chrX_DS484323v1_random	2363	unlocalized	chrX	primary	NW_001845612.1,DS484323.1,211000022278844
chrX_DS484326v1_random	2357	unlocalized	chrX	primary	NW_001845615.1,DS484326.1,211000022280507
chrX_DS484328v1_random	2355	unlocalized	chrX	primary	NW_001845617.1,DS484328.1,211000022279704
chrX_DS484330v1_random	2353	unlocalized	chrX	primary	NW_001845619.1,DS484330.1,211000022280534
chrX_DS484337v1_random	2335	unlocalized	chrX	primary	NW_001845626.1,DS484337.1,211000022278649
chrX_DS484341v1_random	2328	unlocalized	chrX	primary	NW_001845630.1,DS484341.1,211000022280633
chrX_DS484344v1_random	2322	unlocalized	chrX	primary	NW_001845633.1,DS484344.1,211000022279092
chrX_DS484345v1_random	2318	unlocalized	chrX	primary	NW_001845634.1,DS484345.1,211000022279774
chrX_DS484346v1_random	2317	unlocalized	chrX	primary	NW_001845635.1,DS484346.1,211000022279504
chrX_DS484349v1_random	2307	unlocalized	chrX	primary	NW_001845638.1,DS484349.1,211000022278810
chrX_DS484354v1_random	2293	unlocalized	chrX	primary	NW_001845643.1,DS484354.1,211000022278557
chrX_DS484356v1_random	2289	unlocalized	chrX	primary	NW_001845645.1,DS484356.1,211000022279689
chrX_DS484357v1_random	2287	unlocalized	chrX	primary	NW_001845646.1,DS484357.1,211000022279085
chrX_DS484358v1_random	2286	unlocalized	chrX	primary	NW_001845647.1,DS484358.1,211000022278341
chrX_DS484359v1_random	2284	unlocalized	chrX	primary	NW_001845648.1,DS484359.1,211000022279553
chrX_DS484360v1_random	2283	unlocalized	chrX	primary	NW_001845649.1,DS484360.1,211000022278823
chrX_DS484361v1_random	2282	unlocalized	chrX	primary	NW_001845650.1,DS484361.1,211000022279732
chrX_DS484362v1_random	2273	unlocalized	chrX	primary	NW_001845651.1,DS484362.1,211000022278612
chrX_DS484364v1_random	2269	unlocalized	chrX	primary	NW_001845653.1,DS484364.1,211000022278639
chrX_DS484367v1_random	2259	unlocalized	chrX	primary	NW_001845656.1,DS484367.1,211000022278249
chrX_DS484368v1_random	2259	unlocalized	chrX	primary	NW_001845657.1,DS484368.1,211000022278629
chrX_DS484371v1_random	2247	unlocalized	chrX	primary	NW_001845660.1,DS484371.1,211000022280330
chrX_DS484374v1_random	2237	unlocalized	chrX	primary	NW_001845663.1,DS484374.1,211000022279299
chrX_DS484379v1_random	2228	unlocalized	chrX	primary	NW_001845668.1,DS484379.1,211000022278513
chrX_DS484382v1_random	2223	unlocalized	chrX	primary	NW_001845671.1,DS484382.1,211000022280088
chrX_DS484384v1_random	2220	unlocalized	chrX	primary	NW_001845673.1,DS484384.1,211000022279514
chrX_DS484387v1_random	2210	unlocalized	chrX	primary	NW_001845676.1,DS484387.1,211000022280442
chrX_DS484388v1_random	2209	unlocalized	chrX	primary	NW_001845677.1,DS484388.1,211000022278461
chrX_DS484393v1_random	2201	unlocalized	chrX	primary	NW_001845682.1,DS484393.1,211000022278608
chrX_DS484397v1_random	2196	unlocalized	chrX	primary	NW_001845686.1,DS484397.1,211000022278628
chrX_DS484399v1_random	2192	unlocalized	chrX	primary	NW_001845688.1,DS484399.1,211000022278359
chrX_DS484401v1_random	2189	unlocalized	chrX	primary	NW_001845690.1,DS484401.1,211000022278555
chrX_DS484402v1_random	2189	unlocalized	chrX	primary	NW_001845691.1,DS484402.1,211000022278467
chrX_DS484406v1_random	2177	unlocalized	chrX	primary	NW_001845695.1,DS484406.1,211000022278775
chrX_DS484409v1_random	2166	unlocalized	chrX	primary	NW_001845698.1,DS484409.1,211000022278853
chrX_DS484411v1_random	2161	unlocalized	chrX	primary	NW_001845700.1,DS484411.1,211000022278616
chrX_DS484415v1_random	2147	unlocalized	chrX	primary	NW_001845704.1,DS484415.1,211000022278825
chrX_DS484417v1_random	2139	unlocalized	chrX	primary	NW_001845706.1,DS484417.1,211000022279834
chrX_DS484419v1_random	2132	unlocalized	chrX	primary	NW_001845708.1,DS484419.1,211000022279084
chrX_DS484423v1_random	2126	unlocalized	chrX	primary	NW_001845712.1,DS484423.1,211000022279307
chrX_DS484428v1_random	2114	unlocalized	chrX	primary	NW_001845717.1,DS484428.1,211000022278353
chrX_DS484429v1_random	2113	unlocalized	chrX	primary	NW_001845718.1,DS484429.1,211000022278320
chrX_DS484430v1_random	2113	unlocalized	chrX	primary	NW_001845719.1,DS484430.1,211000022278343
chrX_DS484431v1_random	2113	unlocalized	chrX	primary	NW_001845720.1,DS484431.1,211000022278490
chrX_DS484433v1_random	2109	unlocalized	chrX	primary	NW_001845722.1,DS484433.1,211000022279305
chrX_DS484442v1_random	2096	unlocalized	chrX	primary	NW_001845731.1,DS484442.1,211000022278840
chrX_DS484444v1_random	2094	unlocalized	chrX	primary	NW_001845733.1,DS484444.1,211000022279063
chrX_DS484447v1_random	2089	unlocalized	chrX	primary	NW_001845736.1,DS484447.1,211000022278431
chrX_DS484450v1_random	2087	unlocalized	chrX	primary	NW_001845739.1,DS484450.1,211000022278464
chrX_DS484457v1_random	2079	unlocalized	chrX	primary	NW_001845746.1,DS484457.1,211000022278845
chrX_DS484459v1_random	2078	unlocalized	chrX	primary	NW_001845748.1,DS484459.1,211000022278226
chrX_DS484462v1_random	2068	unlocalized	chrX	primary	NW_001845751.1,DS484462.1,211000022279601
chrX_DS484468v1_random	2060	unlocalized	chrX	primary	NW_001845757.1,DS484468.1,211000022279715
chrX_DS484474v1_random	2044	unlocalized	chrX	primary	NW_001845763.1,DS484474.1,211000022279332
chrX_DS484477v1_random	2035	unlocalized	chrX	primary	NW_001845766.1,DS484477.1,211000022278695
chrX_DS484483v1_random	2021	unlocalized	chrX	primary	NW_001845772.1,DS484483.1,211000022278817
chrX_DS484488v1_random	2009	unlocalized	chrX	primary	NW_001845777.1,DS484488.1,211000022280594
chrX_DS484497v1_random	1998	unlocalized	chrX	primary	NW_001845786.1,DS484497.1,211000022278482
chrX_DS484500v1_random	1993	unlocalized	chrX	primary	NW_001845789.1,DS484500.1,211000022278820
chrX_DS484504v1_random	1986	unlocalized	chrX	primary	NW_001845793.1,DS484504.1,211000022278619
chrX_DS484506v1_random	1980	unlocalized	chrX	primary	NW_001845795.1,DS484506.1,211000022278976
chrX_DS484507v1_random	1978	unlocalized	chrX	primary	NW_001845796.1,DS484507.1,211000022278233
chrX_DS484512v1_random	1970	unlocalized	chrX	primary	NW_001845801.1,DS484512.1,211000022278317
chrX_DS484518v1_random	1964	unlocalized	chrX	primary	NW_001845807.1,DS484518.1,211000022278321
chrX_DS484519v1_random	1963	unlocalized	chrX	primary	NW_001845808.1,DS484519.1,211000022278879
chrX_DS484526v1_random	1956	unlocalized	chrX	primary	NW_001845815.1,DS484526.1,211000022278229
chrX_DS484529v1_random	1947	unlocalized	chrX	primary	NW_001845818.1,DS484529.1,211000022278319
chrX_DS484533v1_random	1944	unlocalized	chrX	primary	NW_001845822.1,DS484533.1,211000022278460
chrX_DS484535v1_random	1939	unlocalized	chrX	primary	NW_001845824.1,DS484535.1,211000022279075
chrX_DS484538v1_random	1936	unlocalized	chrX	primary	NW_001845827.1,DS484538.1,211000022280612
chrX_DS484540v1_random	1935	unlocalized	chrX	primary	NW_001845829.1,DS484540.1,211000022278643
chrX_DS484541v1_random	1933	unlocalized	chrX	primary	NW_001845830.1,DS484541.1,211000022279245
chrX_DS484545v1_random	1928	unlocalized	chrX	primary	NW_001845834.1,DS484545.1,211000022278627
chrX_DS484547v1_random	1927	unlocalized	chrX	primary	NW_001845836.1,DS484547.1,211000022278480
chrX_DS484552v1_random	1920	unlocalized	chrX	primary	NW_001845841.1,DS484552.1,211000022278365
chrX_DS484555v1_random	1916	unlocalized	chrX	primary	NW_001845844.1,DS484555.1,211000022278812
chrX_DS484556v1_random	1916	unlocalized	chrX	primary	NW_001845845.1,DS484556.1,211000022280622
chrX_DS484558v1_random	1906	unlocalized	chrX	primary	NW_001845847.1,DS484558.1,211000022278468
chrX_DS484560v1_random	1904	unlocalized	chrX	primary	NW_001845849.1,DS484560.1,211000022279072
chrX_DS484562v1_random	1903	unlocalized	chrX	primary	NW_001845851.1,DS484562.1,211000022280657
chrX_DS484563v1_random	1903	unlocalized	chrX	primary	NW_001845852.1,DS484563.1,211000022280628
chrX_DS484564v1_random	1902	unlocalized	chrX	primary	NW_001845853.1,DS484564.1,211000022278462
chrX_DS484568v1_random	1899	unlocalized	chrX	primary	NW_001845857.1,DS484568.1,211000022278346
chrX_DS484569v1_random	1895	unlocalized	chrX	primary	NW_001845858.1,DS484569.1,211000022278815
chrX_DS484570v1_random	1895	unlocalized	chrX	primary	NW_001845859.1,DS484570.1,211000022278826
chrX_DS484572v1_random	1891	unlocalized	chrX	primary	NW_001845861.1,DS484572.1,211000022278694
chrX_DS484576v1_random	1888	unlocalized	chrX	primary	NW_001845865.1,DS484576.1,211000022278411
chrX_DS484580v1_random	1871	unlocalized	chrX	primary	NW_001845869.1,DS484580.1,211000022279303
chrX_DS484582v1_random	1870	unlocalized	chrX	primary	NW_001845871.1,DS484582.1,211000022278318
chrX_DS484583v1_random	1869	unlocalized	chrX	primary	NW_001845872.1,DS484583.1,211000022278352
chrX_DS484585v1_random	1869	unlocalized	chrX	primary	NW_001845874.1,DS484585.1,211000022278277
chrX_DS484586v1_random	1868	unlocalized	chrX	primary	NW_001845875.1,DS484586.1,211000022280585
chrX_DS484587v1_random	1865	unlocalized	chrX	primary	NW_001845876.1,DS484587.1,211000022278636
chrX_DS484590v1_random	1856	unlocalized	chrX	primary	NW_001845879.1,DS484590.1,211000022278854
chrX_DS484594v1_random	1843	unlocalized	chrX	primary	NW_001845883.1,DS484594.1,211000022278325
chrX_DS484596v1_random	1843	unlocalized	chrX	primary	NW_001845885.1,DS484596.1,211000022278481
chrX_DS484597v1_random	1843	unlocalized	chrX	primary	NW_001845886.1,DS484597.1,211000022278911
chrX_DS484598v1_random	1842	unlocalized	chrX	primary	NW_001845887.1,DS484598.1,211000022278774
chrX_DS484599v1_random	1841	unlocalized	chrX	primary	NW_001845888.1,DS484599.1,211000022279080
chrX_DS484600v1_random	1841	unlocalized	chrX	primary	NW_001845889.1,DS484600.1,211000022278502
chrX_DS484603v1_random	1830	unlocalized	chrX	primary	NW_001845892.1,DS484603.1,211000022279301
chrX_DS484604v1_random	1829	unlocalized	chrX	primary	NW_001845893.1,DS484604.1,211000022278614
chrX_DS484605v1_random	1829	unlocalized	chrX	primary	NW_001845894.1,DS484605.1,211000022278905
chrX_DS484608v1_random	1818	unlocalized	chrX	primary	NW_001845897.1,DS484608.1,211000022278475
chrX_DS484609v1_random	1818	unlocalized	chrX	primary	NW_001845898.1,DS484609.1,211000022278625
chrX_DS484610v1_random	1813	unlocalized	chrX	primary	NW_001845899.1,DS484610.1,211000022278465
chrX_DS484611v1_random	1813	unlocalized	chrX	primary	NW_001845900.1,DS484611.1,211000022278876
chrX_DS484615v1_random	1803	unlocalized	chrX	primary	NW_001845904.1,DS484615.1,211000022280060
chrX_DS484618v1_random	1800	unlocalized	chrX	primary	NW_001845907.1,DS484618.1,211000022279078
chrX_DS484620v1_random	1798	unlocalized	chrX	primary	NW_001845909.1,DS484620.1,211000022279846
chrX_DS484622v1_random	1793	unlocalized	chrX	primary	NW_001845911.1,DS484622.1,211000022278228
chrX_DS484623v1_random	1792	unlocalized	chrX	primary	NW_001845912.1,DS484623.1,211000022279093
chrX_DS484625v1_random	1787	unlocalized	chrX	primary	NW_001845914.1,DS484625.1,211000022278633
chrX_DS484626v1_random	1786	unlocalized	chrX	primary	NW_001845915.1,DS484626.1,211000022278634
chrX_DS484628v1_random	1785	unlocalized	chrX	primary	NW_001845917.1,DS484628.1,211000022278613
chrX_DS484633v1_random	1775	unlocalized	chrX	primary	NW_001845922.1,DS484633.1,211000022278819
chrX_DS484636v1_random	1769	unlocalized	chrX	primary	NW_001845925.1,DS484636.1,211000022279322
chrX_DS484644v1_random	1747	unlocalized	chrX	primary	NW_001845933.1,DS484644.1,211000022278842
chrX_DS484645v1_random	1747	unlocalized	chrX	primary	NW_001845934.1,DS484645.1,211000022279296
chrX_DS484647v1_random	1743	unlocalized	chrX	primary	NW_001845936.1,DS484647.1,211000022278473
chrX_DS484648v1_random	1741	unlocalized	chrX	primary	NW_001845937.1,DS484648.1,211000022278816
chrX_DS484650v1_random	1737	unlocalized	chrX	primary	NW_001845939.1,DS484650.1,211000022278314
chrX_DS484657v1_random	1724	unlocalized	chrX	primary	NW_001845946.1,DS484657.1,211000022278907
chrX_DS484660v1_random	1716	unlocalized	chrX	primary	NW_001845949.1,DS484660.1,211000022278677
chrX_DS484664v1_random	1713	unlocalized	chrX	primary	NW_001845953.1,DS484664.1,211000022278165
chrX_DS484666v1_random	1710	unlocalized	chrX	primary	NW_001845955.1,DS484666.1,211000022280243
chrX_DS484668v1_random	1709	unlocalized	chrX	primary	NW_001845957.1,DS484668.1,211000022278125
chrX_DS484669v1_random	1708	unlocalized	chrX	primary	NW_001845958.1,DS484669.1,211000022279297
chrX_DS484670v1_random	1704	unlocalized	chrX	primary	NW_001845959.1,DS484670.1,211000022278621
chrX_DS484672v1_random	1703	unlocalized	chrX	primary	NW_001845961.1,DS484672.1,211000022278491
chrX_DS484677v1_random	1687	unlocalized	chrX	primary	NW_001845966.1,DS484677.1,211000022279065
chrX_DS484679v1_random	1683	unlocalized	chrX	primary	NW_001845968.1,DS484679.1,211000022278471
chrX_DS484682v1_random	1680	unlocalized	chrX	primary	NW_001845971.1,DS484682.1,211000022279077
chrX_DS484683v1_random	1679	unlocalized	chrX	primary	NW_001845972.1,DS484683.1,211000022278938
chrX_DS484684v1_random	1678	unlocalized	chrX	primary	NW_001845973.1,DS484684.1,211000022278469
chrX_DS484688v1_random	1657	unlocalized	chrX	primary	NW_001845977.1,DS484688.1,211000022278484
chrX_DS484690v1_random	1645	unlocalized	chrX	primary	NW_001845979.1,DS484690.1,211000022278726
chrX_DS484691v1_random	1643	unlocalized	chrX	primary	NW_001845980.1,DS484691.1,211000022278472
chrX_DS484694v1_random	1637	unlocalized	chrX	primary	NW_001845983.1,DS484694.1,211000022279064
chrX_DS484695v1_random	1637	unlocalized	chrX	primary	NW_001845984.1,DS484695.1,211000022278620
chrX_DS484697v1_random	1636	unlocalized	chrX	primary	NW_001845986.1,DS484697.1,211000022280061
chrX_DS484698v1_random	1630	unlocalized	chrX	primary	NW_001845987.1,DS484698.1,211000022278839
chrX_DS484701v1_random	1625	unlocalized	chrX	primary	NW_001845990.1,DS484701.1,211000022278099
chrX_DS484702v1_random	1623	unlocalized	chrX	primary	NW_001845991.1,DS484702.1,211000022279316
chrX_DS484703v1_random	1622	unlocalized	chrX	primary	NW_001845992.1,DS484703.1,211000022278670
chrX_DS484715v1_random	1595	unlocalized	chrX	primary	NW_001846004.1,DS484715.1,211000022279542
chrX_DS484719v1_random	1586	unlocalized	chrX	primary	NW_001846008.1,DS484719.1,211000022279957
chrX_DS484723v1_random	1577	unlocalized	chrX	primary	NW_001846012.1,DS484723.1,211000022278584
chrX_DS484724v1_random	1575	unlocalized	chrX	primary	NW_001846013.1,DS484724.1,211000022278323
chrX_DS484725v1_random	1573	unlocalized	chrX	primary	NW_001846014.1,DS484725.1,211000022279076
chrX_DS484730v1_random	1560	unlocalized	chrX	primary	NW_001846019.1,DS484730.1,211000022278315
chrX_DS484731v1_random	1558	unlocalized	chrX	primary	NW_001846020.1,DS484731.1,211000022278857
chrX_DS484732v1_random	1556	unlocalized	chrX	primary	NW_001846021.1,DS484732.1,211000022280029
chrX_DS484733v1_random	1556	unlocalized	chrX	primary	NW_001846022.1,DS484733.1,211000022279244
chrX_DS484737v1_random	1550	unlocalized	chrX	primary	NW_001846026.1,DS484737.1,211000022278655
chrX_DS484740v1_random	1546	unlocalized	chrX	primary	NW_001846029.1,DS484740.1,211000022278671
chrX_DS484741v1_random	1544	unlocalized	chrX	primary	NW_001846030.1,DS484741.1,211000022278850
chrX_DS484745v1_random	1541	unlocalized	chrX	primary	NW_001846034.1,DS484745.1,211000022278232
chrX_DS484749v1_random	1534	unlocalized	chrX	primary	NW_001846038.1,DS484749.1,211000022279686
chrX_DS484753v1_random	1529	unlocalized	chrX	primary	NW_001846042.1,DS484753.1,211000022279295
