name	length	type	molecule	unit	aliases
chrUn_KN147637v2	171924	unplaced		primary	KN147637.2,NW_001884473.4
chrUn_KN147642v2	204646	unplaced		primary	KN147642.2,NW_001878780.5
chrUn_KN147651v2	351968	unplaced		primary	KN147651.2,NW_003040715.4
chrUn_KN147652v2	252640	unplaced		primary	KN147652.2,NW_001884533.5
chrUn_KN148038v2	17585	unplaced		primary	KN148038.2,NW_003334681.2
chrUn_KN148828v2	13322	unplaced		primary	KN148828.2,NW_003335484.2
chrUn_KN148869v2	18523	unplaced		primary	KN148869.2,NW_003335528.3
chrUn_KN149680v1	38724	unplaced		primary	KN149680.1,NW_003336264.2
chrUn_KN149682v1	137468	unplaced		primary	KN149682.1,NW_001878251.4
chrUn_KN149683v1	152860	unplaced		primary	KN149683.1,NW_001884381.4
chrUn_KN149684v1	159057	unplaced		primary	KN149684.1,NW_001878128.4
chrUn_KN149685v1	164780	unplaced		primary	KN149685.1,NW_001884386.4
chrUn_KN149686v1	260365	unplaced		primary	KN149686.1,NW_003044888.3
chrUn_KN149687v1	165668	unplaced		primary	KN149687.1,NW_001884400.4
chrUn_KN149688v2	252035	unplaced		primary	KN149688.2,NW_001878118.5
chrUn_KN149689v2	201817	unplaced		primary	KN149689.2,NW_001879289.5
chrUn_KN149690v1	343018	unplaced		primary	KN149690.1,NW_001884413.3
chrUn_KN149691v1	233193	unplaced		primary	KN149691.1,NW_001884427.4
chrUn_KN149692v1	36911	unplaced		primary	KN149692.1,NW_001884442.4
chrUn_KN149693v1	49295	unplaced		primary	KN149693.1,NW_001884441.4
chrUn_KN149694v1	162759	unplaced		primary	KN149694.1,NW_001884444.4
chrUn_KN149695v1	190731	unplaced		primary	KN149695.1,NW_003039389.3
chrUn_KN149696v2	368252	unplaced		primary	KN149696.2,NW_003039384.4
chrUn_KN149697v1	40969	unplaced		primary	KN149697.1,NW_008805346.1
chrUn_KN149698v1	108577	unplaced		primary	KN149698.1,NW_008805347.1
chrUn_KN149700v1	40050	unplaced		primary	KN149700.1,NW_003337144.1
chrUn_KN149701v1	3760	unplaced		primary	KN149701.1,NW_008805348.1
chrUn_KN149702v1	100325	unplaced		primary	KN149702.1,NW_008805349.1
chrUn_KN149703v1	13902	unplaced		primary	KN149703.1,NW_003336866.1
chrUn_KN149705v1	27926	unplaced		primary	KN149705.1,NW_003336598.1
chrUn_KN149706v1	33279	unplaced		primary	KN149706.1,NW_003336851.1
chrUn_KN149707v2	7455	unplaced		primary	KN149707.2,NW_008805351.2
chrUn_KN149708v1	20567	unplaced		primary	KN149708.1,NW_003337018.1
chrUn_KN149709v1	27814	unplaced		primary	KN149709.1,NW_003336433.1
chrUn_KN149710v1	50974	unplaced		primary	KN149710.1,NW_003335779.1
chrUn_KN149711v1	11473	unplaced		primary	KN149711.1,NW_003336950.1
chrUn_KN149713v1	10094	unplaced		primary	KN149713.1,NW_008805353.1
chrUn_KN149714v1	74622	unplaced		primary	KN149714.1,NW_003337205.1
chrUn_KN149715v1	19020	unplaced		primary	KN149715.1,NW_003336714.2
chrUn_KN149716v1	42229	unplaced		primary	KN149716.1,NW_003334619.1
chrUn_KN149717v1	47589	unplaced		primary	KN149717.1,NW_003337229.1
chrUn_KN149718v1	65247	unplaced		primary	KN149718.1,NW_003336716.1
chrUn_KN149719v1	47531	unplaced		primary	KN149719.1,NW_003337263.1
chrUn_KN149720v1	10211	unplaced		primary	KN149720.1,NW_008805354.1
chrUn_KN149721v1	25462	unplaced		primary	KN149721.1,NW_003336827.1
chrUn_KN149722v1	13397	unplaced		primary	KN149722.1,NW_003336457.1
chrUn_KN149723v1	55784	unplaced		primary	KN149723.1,NW_003337194.1
chrUn_KN149724v1	11849	unplaced		primary	KN149724.1,NW_003336519.1
chrUn_KN149725v1	69829	unplaced		primary	KN149725.1,NW_003336869.1
chrUn_KN149727v1	24871	unplaced		primary	KN149727.1,NW_003336152.2
chrUn_KN149728v1	9442	unplaced		primary	KN149728.1,NW_003336547.1
chrUn_KN149729v1	5608	unplaced		primary	KN149729.1,NW_008805356.1
chrUn_KN149730v1	14804	unplaced		primary	KN149730.1,NW_003336623.1
chrUn_KN149732v1	16041	unplaced		primary	KN149732.1,NW_003336490.1
chrUn_KN149733v1	21637	unplaced		primary	KN149733.1,NW_003336868.1
chrUn_KN149735v1	5747	unplaced		primary	KN149735.1,NW_008805358.1
chrUn_KN149737v1	27700	unplaced		primary	KN149737.1,NW_003336345.1
chrUn_KN149738v1	10603	unplaced		primary	KN149738.1,NW_003337254.2
chrUn_KN149739v1	51610	unplaced		primary	KN149739.1,NW_003336823.1
chrUn_KN149740v1	1265	unplaced		primary	KN149740.1,NW_003334432.1
chrUn_KN149741v1	21941	unplaced		primary	KN149741.1,NW_003337078.1
chrUn_KN149742v1	2671	unplaced		primary	KN149742.1,NW_003336474.1
chrUn_KN149743v1	21023	unplaced		primary	KN149743.1,NW_003336724.1
chrUn_KN149745v1	8150	unplaced		primary	KN149745.1,NW_003337249.1
chrUn_KN149746v1	10900	unplaced		primary	KN149746.1,NW_008805361.1
chrUn_KN149747v1	16275	unplaced		primary	KN149747.1,NW_003336980.1
chrUn_KN149748v1	96570	unplaced		primary	KN149748.1,NW_003336540.1
chrUn_KN149749v1	40089	unplaced		primary	KN149749.1,NW_003336941.1
chrUn_KN149750v1	13928	unplaced		primary	KN149750.1,NW_003336571.1
chrUn_KN149751v1	15848	unplaced		primary	KN149751.1,NW_003336649.1
chrUn_KN149753v1	30249	unplaced		primary	KN149753.1,NW_003336977.1
chrUn_KN149754v1	40214	unplaced		primary	KN149754.1,NW_003336969.1
chrUn_KN149755v1	11941	unplaced		primary	KN149755.1,NW_003337240.1
chrUn_KN149756v1	11785	unplaced		primary	KN149756.1,NW_003337114.1
chrUn_KN149757v1	16145	unplaced		primary	KN149757.1,NW_003334832.2
chrUn_KN149758v1	9515	unplaced		primary	KN149758.1,NW_003336859.1
chrUn_KN149760v1	46605	unplaced		primary	KN149760.1,NW_003336744.1
chrUn_KN149761v1	14795	unplaced		primary	KN149761.1,NW_003336095.2
chrUn_KN149762v1	17936	unplaced		primary	KN149762.1,NW_008805363.1
chrUn_KN149763v1	19644	unplaced		primary	KN149763.1,NW_003336711.1
chrUn_KN149764v1	19831	unplaced		primary	KN149764.1,NW_003337091.2
chrUn_KN149765v1	29197	unplaced		primary	KN149765.1,NW_003336801.1
chrUn_KN149766v1	14664	unplaced		primary	KN149766.1,NW_003336970.1
chrUn_KN149767v1	30874	unplaced		primary	KN149767.1,NW_003337044.1
chrUn_KN149768v1	17671	unplaced		primary	KN149768.1,NW_003336765.1
chrUn_KN149769v1	53048	unplaced		primary	KN149769.1,NW_003337010.1
chrUn_KN149770v1	12046	unplaced		primary	KN149770.1,NW_003337047.1
chrUn_KN149771v1	14151	unplaced		primary	KN149771.1,NW_003336986.1
chrUn_KN149772v1	13273	unplaced		primary	KN149772.1,NW_003337052.1
chrUn_KN149774v1	12337	unplaced		primary	KN149774.1,NW_003336170.1
chrUn_KN149775v2	26074	unplaced		primary	KN149775.2,NW_003334589.2
chrUn_KN149777v1	1553	unplaced		primary	KN149777.1,NW_008805364.1
chrUn_KN149778v1	111598	unplaced		primary	KN149778.1,NW_003337175.1
chrUn_KN149779v1	21664	unplaced		primary	KN149779.1,NW_003334443.1
chrUn_KN149780v1	19718	unplaced		primary	KN149780.1,NW_003334404.1
chrUn_KN149782v1	36097	unplaced		primary	KN149782.1,NW_003337232.1
chrUn_KN149783v1	11892	unplaced		primary	KN149783.1,NW_003336802.1
chrUn_KN149784v1	73829	unplaced		primary	KN149784.1,NW_003337109.1
chrUn_KN149785v1	1577	unplaced		primary	KN149785.1,NW_003336582.1
chrUn_KN149786v1	1745	unplaced		primary	KN149786.1,NW_008805365.1
chrUn_KN149787v1	39794	unplaced		primary	KN149787.1,NW_003335933.1
chrUn_KN149788v1	8794	unplaced		primary	KN149788.1,NW_008805366.1
chrUn_KN149789v1	12990	unplaced		primary	KN149789.1,NW_003337184.1
chrUn_KN149790v1	115850	unplaced		primary	KN149790.1,NW_003336877.1
chrUn_KN149791v1	17273	unplaced		primary	KN149791.1,NW_003336635.1
chrUn_KN149792v1	11232	unplaced		primary	KN149792.1,NW_003337069.1
chrUn_KN149793v1	13298	unplaced		primary	KN149793.1,NW_008805367.1
chrUn_KN149794v1	25440	unplaced		primary	KN149794.1,NW_008805368.1
chrUn_KN149795v1	34615	unplaced		primary	KN149795.1,NW_003336860.1
chrUn_KN149796v1	25635	unplaced		primary	KN149796.1,NW_003336550.1
chrUn_KN149797v1	102101	unplaced		primary	KN149797.1,NW_003334026.1
chrUn_KN149798v1	1990	unplaced		primary	KN149798.1,NW_003336837.1
chrUn_KN149800v1	42049	unplaced		primary	KN149800.1,NW_008805369.1
chrUn_KN149801v1	4454	unplaced		primary	KN149801.1,NW_003336889.1
chrUn_KN149803v1	16018	unplaced		primary	KN149803.1,NW_003337090.1
chrUn_KN149804v1	10148	unplaced		primary	KN149804.1,NW_003337095.1
chrUn_KN149805v1	12432	unplaced		primary	KN149805.1,NW_003336290.1
chrUn_KN149806v1	15157	unplaced		primary	KN149806.1,NW_008805370.1
chrUn_KN149807v1	12512	unplaced		primary	KN149807.1,NW_003334875.1
chrUn_KN149809v1	2001	unplaced		primary	KN149809.1,NW_003336915.1
chrUn_KN149810v1	15043	unplaced		primary	KN149810.1,NW_003336919.1
chrUn_KN149811v1	8720	unplaced		primary	KN149811.1,NW_003336886.1
chrUn_KN149812v1	51419	unplaced		primary	KN149812.1,NW_003336288.1
chrUn_KN149813v1	59009	unplaced		primary	KN149813.1,NW_003336509.1
chrUn_KN149814v1	25878	unplaced		primary	KN149814.1,NW_003334686.1
chrUn_KN149815v1	33337	unplaced		primary	KN149815.1,NW_003334684.1
chrUn_KN149816v1	10128	unplaced		primary	KN149816.1,NW_003335521.2
chrUn_KN149817v1	11116	unplaced		primary	KN149817.1,NW_003337049.1
chrUn_KN149818v1	25942	unplaced		primary	KN149818.1,NW_003335384.1
chrUn_KN149819v1	10210	unplaced		primary	KN149819.1,NW_008805371.1
chrUn_KN149822v1	2460	unplaced		primary	KN149822.1,NW_003336643.1
chrUn_KN149823v1	14034	unplaced		primary	KN149823.1,NW_003335161.1
chrUn_KN149824v1	2357	unplaced		primary	KN149824.1,NW_003336698.1
chrUn_KN149825v1	22128	unplaced		primary	KN149825.1,NW_003336761.1
chrUn_KN149826v1	90482	unplaced		primary	KN149826.1,NW_003336654.1
chrUn_KN149827v1	13555	unplaced		primary	KN149827.1,NW_008805373.1
chrUn_KN149828v1	11414	unplaced		primary	KN149828.1,NW_003336660.1
chrUn_KN149829v1	27323	unplaced		primary	KN149829.1,NW_003335757.1
chrUn_KN149832v1	12483	unplaced		primary	KN149832.1,NW_003336959.1
chrUn_KN149834v1	17343	unplaced		primary	KN149834.1,NW_003337098.1
chrUn_KN149835v1	25861	unplaced		primary	KN149835.1,NW_003334814.2
chrUn_KN149836v1	34954	unplaced		primary	KN149836.1,NW_003335691.1
chrUn_KN149837v1	8007	unplaced		primary	KN149837.1,NW_003336667.1
chrUn_KN149838v1	29025	unplaced		primary	KN149838.1,NW_003337138.1
chrUn_KN149839v1	12998	unplaced		primary	KN149839.1,NW_003336838.1
chrUn_KN149840v1	46864	unplaced		primary	KN149840.1,NW_003336831.1
chrUn_KN149841v1	10085	unplaced		primary	KN149841.1,NW_003336073.1
chrUn_KN149843v1	33258	unplaced		primary	KN149843.1,NW_003336867.1
chrUn_KN149844v1	10201	unplaced		primary	KN149844.1,NW_003336430.1
chrUn_KN149846v1	28664	unplaced		primary	KN149846.1,NW_003336483.1
chrUn_KN149847v1	130903	unplaced		primary	KN149847.1,NW_003337258.1
chrUn_KN149848v1	10341	unplaced		primary	KN149848.1,NW_003336432.1
chrUn_KN149849v1	20421	unplaced		primary	KN149849.1,NW_008805378.1
chrUn_KN149850v1	33401	unplaced		primary	KN149850.1,NW_003337014.1
chrUn_KN149851v1	12094	unplaced		primary	KN149851.1,NW_003336419.1
chrUn_KN149852v1	30223	unplaced		primary	KN149852.1,NW_008805379.1
chrUn_KN149853v1	12817	unplaced		primary	KN149853.1,NW_003336917.1
chrUn_KN149854v1	6367	unplaced		primary	KN149854.1,NW_008805380.1
chrUn_KN149855v1	23165	unplaced		primary	KN149855.1,NW_003334236.1
chrUn_KN149856v1	35330	unplaced		primary	KN149856.1,NW_003334447.1
chrUn_KN149857v1	10132	unplaced		primary	KN149857.1,NW_008805381.1
chrUn_KN149859v1	53306	unplaced		primary	KN149859.1,NW_003336720.1
chrUn_KN149860v1	17408	unplaced		primary	KN149860.1,NW_003336315.1
chrUn_KN149861v1	14336	unplaced		primary	KN149861.1,NW_003336809.1
chrUn_KN149862v1	11987	unplaced		primary	KN149862.1,NW_003336301.1
chrUn_KN149863v1	11955	unplaced		primary	KN149863.1,NW_008805382.1
chrUn_KN149864v1	12929	unplaced		primary	KN149864.1,NW_008805383.1
chrUn_KN149865v1	49167	unplaced		primary	KN149865.1,NW_008805384.1
chrUn_KN149866v1	14752	unplaced		primary	KN149866.1,NW_003337099.1
chrUn_KN149867v1	1514	unplaced		primary	KN149867.1,NW_008805385.1
chrUn_KN149871v1	22553	unplaced		primary	KN149871.1,NW_003336239.1
chrUn_KN149872v1	12222	unplaced		primary	KN149872.1,NW_008805387.1
chrUn_KN149873v1	1146	unplaced		primary	KN149873.1,NW_008805388.1
chrUn_KN149874v1	5295	unplaced		primary	KN149874.1,NW_003335638.2
chrUn_KN149876v1	11298	unplaced		primary	KN149876.1,NW_003336849.1
chrUn_KN149878v1	7547	unplaced		primary	KN149878.1,NW_008805390.1
chrUn_KN149879v1	11893	unplaced		primary	KN149879.1,NW_003335459.1
chrUn_KN149880v1	64889	unplaced		primary	KN149880.1,NW_008805391.1
chrUn_KN149881v1	10736	unplaced		primary	KN149881.1,NW_008805392.1
chrUn_KN149882v1	7649	unplaced		primary	KN149882.1,NW_008805393.1
chrUn_KN149883v1	12434	unplaced		primary	KN149883.1,NW_003334215.1
chrUn_KN149884v1	51715	unplaced		primary	KN149884.1,NW_008805394.1
chrUn_KN149885v1	1347	unplaced		primary	KN149885.1,NW_003337168.1
chrUn_KN149887v1	11971	unplaced		primary	KN149887.1,NW_003336454.2
chrUn_KN149888v1	17117	unplaced		primary	KN149888.1,NW_003336349.1
chrUn_KN149889v1	10166	unplaced		primary	KN149889.1,NW_003336465.1
chrUn_KN149890v1	12029	unplaced		primary	KN149890.1,NW_003336424.1
chrUn_KN149892v1	24638	unplaced		primary	KN149892.1,NW_003336629.1
chrUn_KN149893v1	27995	unplaced		primary	KN149893.1,NW_003337247.1
chrUn_KN149895v1	92930	unplaced		primary	KN149895.1,NW_003334263.2
chrUn_KN149896v1	13102	unplaced		primary	KN149896.1,NW_003336289.1
chrUn_KN149897v1	14044	unplaced		primary	KN149897.1,NW_003336689.1
chrUn_KN149899v1	13632	unplaced		primary	KN149899.1,NW_003336497.1
chrUn_KN149900v1	11016	unplaced		primary	KN149900.1,NW_008805397.1
chrUn_KN149901v1	10512	unplaced		primary	KN149901.1,NW_003337164.1
chrUn_KN149903v1	11318	unplaced		primary	KN149903.1,NW_008805398.1
chrUn_KN149904v1	89156	unplaced		primary	KN149904.1,NW_003336333.2
chrUn_KN149905v1	14056	unplaced		primary	KN149905.1,NW_003336852.1
chrUn_KN149906v1	38987	unplaced		primary	KN149906.1,NW_003336751.1
chrUn_KN149907v1	9870	unplaced		primary	KN149907.1,NW_003337174.1
chrUn_KN149908v1	12800	unplaced		primary	KN149908.1,NW_003336848.1
chrUn_KN149909v1	40056	unplaced		primary	KN149909.1,NW_003336633.1
chrUn_KN149912v1	77979	unplaced		primary	KN149912.1,NW_003334245.1
chrUn_KN149913v1	16487	unplaced		primary	KN149913.1,NW_003337199.1
chrUn_KN149914v1	18241	unplaced		primary	KN149914.1,NW_003336354.1
chrUn_KN149915v1	10395	unplaced		primary	KN149915.1,NW_003336864.1
chrUn_KN149916v1	4293	unplaced		primary	KN149916.1,NW_003334505.1
chrUn_KN149917v1	3831	unplaced		primary	KN149917.1,NW_003335158.1
chrUn_KN149919v1	21073	unplaced		primary	KN149919.1,NW_003336948.1
chrUn_KN149921v1	28254	unplaced		primary	KN149921.1,NW_003336310.1
chrUn_KN149922v1	12529	unplaced		primary	KN149922.1,NW_008805400.1
chrUn_KN149923v1	36729	unplaced		primary	KN149923.1,NW_008805401.1
chrUn_KN149924v1	23395	unplaced		primary	KN149924.1,NW_003336874.1
chrUn_KN149925v1	29860	unplaced		primary	KN149925.1,NW_003336561.2
chrUn_KN149926v1	3688	unplaced		primary	KN149926.1,NW_003335249.1
chrUn_KN149927v1	11950	unplaced		primary	KN149927.1,NW_003335051.1
chrUn_KN149928v1	14297	unplaced		primary	KN149928.1,NW_003336610.1
chrUn_KN149931v1	6703	unplaced		primary	KN149931.1,NW_003335250.1
chrUn_KN149932v1	89521	unplaced		primary	KN149932.1,NW_003334672.2
chrUn_KN149933v1	13433	unplaced		primary	KN149933.1,NW_003336909.1
chrUn_KN149935v1	9230	unplaced		primary	KN149935.1,NW_003336782.1
chrUn_KN149936v1	16058	unplaced		primary	KN149936.1,NW_003337066.1
chrUn_KN149937v1	14110	unplaced		primary	KN149937.1,NW_003335043.1
chrUn_KN149938v1	12455	unplaced		primary	KN149938.1,NW_003335831.2
chrUn_KN149939v1	76611	unplaced		primary	KN149939.1,NW_003336586.1
chrUn_KN149940v1	11887	unplaced		primary	KN149940.1,NW_003336458.1
chrUn_KN149941v1	13607	unplaced		primary	KN149941.1,NW_003336575.1
chrUn_KN149943v1	29608	unplaced		primary	KN149943.1,NW_003334256.1
chrUn_KN149944v1	24909	unplaced		primary	KN149944.1,NW_003336415.1
chrUn_KN149946v1	33071	unplaced		primary	KN149946.1,NW_003336936.1
chrUn_KN149948v1	117499	unplaced		primary	KN149948.1,NW_003336703.1
chrUn_KN149949v1	64126	unplaced		primary	KN149949.1,NW_003336421.1
chrUn_KN149950v1	5952	unplaced		primary	KN149950.1,NW_003336979.1
chrUn_KN149951v1	5000	unplaced		primary	KN149951.1,NW_008805406.1
chrUn_KN149953v1	46218	unplaced		primary	KN149953.1,NW_003337062.1
chrUn_KN149955v1	19758	unplaced		primary	KN149955.1,NW_003336646.1
chrUn_KN149956v1	1889	unplaced		primary	KN149956.1,NW_008805408.1
chrUn_KN149957v1	1094	unplaced		primary	KN149957.1,NW_008805409.1
chrUn_KN149958v1	43073	unplaced		primary	KN149958.1,NW_003336942.1
chrUn_KN149959v1	59274	unplaced		primary	KN149959.1,NW_003336480.1
chrUn_KN149960v1	9235	unplaced		primary	KN149960.1,NW_003336389.1
chrUn_KN149961v1	20600	unplaced		primary	KN149961.1,NW_003337190.1
chrUn_KN149965v1	14790	unplaced		primary	KN149965.1,NW_003336066.1
chrUn_KN149967v1	8612	unplaced		primary	KN149967.1,NW_003335242.1
chrUn_KN149968v1	82990	unplaced		primary	KN149968.1,NW_003336650.1
chrUn_KN149969v1	13714	unplaced		primary	KN149969.1,NW_003336580.1
chrUn_KN149970v1	17511	unplaced		primary	KN149970.1,NW_003336817.2
chrUn_KN149971v1	11275	unplaced		primary	KN149971.1,NW_008805412.1
chrUn_KN149973v1	35555	unplaced		primary	KN149973.1,NW_003336937.1
chrUn_KN149974v1	19596	unplaced		primary	KN149974.1,NW_003336967.1
chrUn_KN149976v1	11858	unplaced		primary	KN149976.1,NW_003336371.1
chrUn_KN149977v2	11023	unplaced		primary	KN149977.2,NW_003337153.3
chrUn_KN149978v1	16801	unplaced		primary	KN149978.1,NW_003337086.1
chrUn_KN149979v1	22834	unplaced		primary	KN149979.1,NW_003336097.2
chrUn_KN149980v1	7980	unplaced		primary	KN149980.1,NW_008805415.1
chrUn_KN149981v1	12811	unplaced		primary	KN149981.1,NW_003337160.1
chrUn_KN149982v1	31814	unplaced		primary	KN149982.1,NW_003337139.1
chrUn_KN149983v1	17884	unplaced		primary	KN149983.1,NW_003336330.2
chrUn_KN149984v1	96477	unplaced		primary	KN149984.1,NW_003337241.1
chrUn_KN149988v1	9944	unplaced		primary	KN149988.1,NW_003336685.1
chrUn_KN149989v1	34480	unplaced		primary	KN149989.1,NW_003336748.2
chrUn_KN149990v1	57651	unplaced		primary	KN149990.1,NW_003337093.1
chrUn_KN149991v1	9871	unplaced		primary	KN149991.1,NW_003337156.1
chrUn_KN149992v1	57912	unplaced		primary	KN149992.1,NW_003336600.1
chrUn_KN149993v1	16921	unplaced		primary	KN149993.1,NW_003336466.1
chrUn_KN149995v1	12015	unplaced		primary	KN149995.1,NW_008805417.1
chrUn_KN149996v1	33528	unplaced		primary	KN149996.1,NW_003337137.1
chrUn_KN149997v1	6296	unplaced		primary	KN149997.1,NW_003336787.1
chrUn_KN149998v1	74724	unplaced		primary	KN149998.1,NW_003336316.1
chrUn_KN149999v1	14071	unplaced		primary	KN149999.1,NW_003336567.1
chrUn_KN150000v1	69737	unplaced		primary	KN150000.1,NW_003334656.2
chrUn_KN150002v1	17430	unplaced		primary	KN150002.1,NW_003336323.1
chrUn_KN150004v2	13059	unplaced		primary	KN150004.2,NW_003334666.3
chrUn_KN150005v1	34409	unplaced		primary	KN150005.1,NW_003336945.1
chrUn_KN150006v1	10518	unplaced		primary	KN150006.1,NW_003336825.1
chrUn_KN150007v1	13072	unplaced		primary	KN150007.1,NW_003336659.1
chrUn_KN150008v1	15572	unplaced		primary	KN150008.1,NW_003337256.1
chrUn_KN150009v1	17727	unplaced		primary	KN150009.1,NW_003336489.1
chrUn_KN150011v1	12995	unplaced		primary	KN150011.1,NW_003336777.1
chrUn_KN150012v1	11998	unplaced		primary	KN150012.1,NW_008805419.1
chrUn_KN150013v1	8488	unplaced		primary	KN150013.1,NW_003334233.2
chrUn_KN150014v1	13588	unplaced		primary	KN150014.1,NW_003337111.1
chrUn_KN150015v1	33441	unplaced		primary	KN150015.1,NW_003337220.1
chrUn_KN150016v1	21592	unplaced		primary	KN150016.1,NW_003335387.1
chrUn_KN150017v1	25636	unplaced		primary	KN150017.1,NW_003337217.1
chrUn_KN150018v1	1063	unplaced		primary	KN150018.1,NW_008805420.1
chrUn_KN150019v2	19834	unplaced		primary	KN150019.2,NW_003337129.2
chrUn_KN150020v1	11925	unplaced		primary	KN150020.1,NW_003336607.1
chrUn_KN150021v1	103967	unplaced		primary	KN150021.1,NW_003337037.1
chrUn_KN150022v1	76538	unplaced		primary	KN150022.1,NW_003336365.1
chrUn_KN150023v1	22153	unplaced		primary	KN150023.1,NW_003336353.1
chrUn_KN150024v1	1714	unplaced		primary	KN150024.1,NW_003336344.1
chrUn_KN150025v1	26343	unplaced		primary	KN150025.1,NW_003337067.1
chrUn_KN150028v1	19517	unplaced		primary	KN150028.1,NW_008805422.1
chrUn_KN150029v1	12415	unplaced		primary	KN150029.1,NW_008805423.1
chrUn_KN150030v1	57074	unplaced		primary	KN150030.1,NW_003336951.2
chrUn_KN150031v1	60899	unplaced		primary	KN150031.1,NW_003337200.1
chrUn_KN150032v1	29546	unplaced		primary	KN150032.1,NW_003336336.1
chrUn_KN150033v1	56448	unplaced		primary	KN150033.1,NW_003336670.1
chrUn_KN150034v1	1919	unplaced		primary	KN150034.1,NW_008805424.1
chrUn_KN150035v1	38086	unplaced		primary	KN150035.1,NW_003334265.1
chrUn_KN150037v1	2866	unplaced		primary	KN150037.1,NW_003336693.1
chrUn_KN150038v1	71326	unplaced		primary	KN150038.1,NW_003336974.1
chrUn_KN150039v1	3463	unplaced		primary	KN150039.1,NW_003335647.1
chrUn_KN150040v1	19896	unplaced		primary	KN150040.1,NW_008805426.1
chrUn_KN150041v2	66431	unplaced		primary	KN150041.2,NW_003334673.3
chrUn_KN150042v1	30789	unplaced		primary	KN150042.1,NW_003335185.2
chrUn_KN150043v1	31984	unplaced		primary	KN150043.1,NW_008805427.1
chrUn_KN150044v1	9097	unplaced		primary	KN150044.1,NW_003334669.1
chrUn_KN150045v2	10364	unplaced		primary	KN150045.2,NW_008805428.2
chrUn_KN150047v1	20749	unplaced		primary	KN150047.1,NW_003337234.1
chrUn_KN150048v1	128109	unplaced		primary	KN150048.1,NW_003336792.1
chrUn_KN150049v1	45008	unplaced		primary	KN150049.1,NW_003336830.1
chrUn_KN150051v1	1995	unplaced		primary	KN150051.1,NW_008805430.1
chrUn_KN150052v1	15943	unplaced		primary	KN150052.1,NW_003335153.1
chrUn_KN150054v1	16143	unplaced		primary	KN150054.1,NW_003336990.1
chrUn_KN150055v1	32561	unplaced		primary	KN150055.1,NW_003335922.2
chrUn_KN150056v1	29449	unplaced		primary	KN150056.1,NW_008805431.1
chrUn_KN150057v1	10736	unplaced		primary	KN150057.1,NW_003336282.1
chrUn_KN150058v1	21348	unplaced		primary	KN150058.1,NW_003336625.1
chrUn_KN150059v1	16588	unplaced		primary	KN150059.1,NW_003334628.1
chrUn_KN150060v1	80234	unplaced		primary	KN150060.1,NW_003336912.2
chrUn_KN150061v1	24048	unplaced		primary	KN150061.1,NW_003336820.1
chrUn_KN150062v1	35038	unplaced		primary	KN150062.1,NW_003336370.1
chrUn_KN150063v1	20846	unplaced		primary	KN150063.1,NW_003335276.1
chrUn_KN150064v1	14598	unplaced		primary	KN150064.1,NW_003337176.1
chrUn_KN150065v1	9859	unplaced		primary	KN150065.1,NW_008805432.1
chrUn_KN150066v1	29537	unplaced		primary	KN150066.1,NW_003336574.1
chrUn_KN150067v1	27325	unplaced		primary	KN150067.1,NW_003336420.1
chrUn_KN150068v1	62725	unplaced		primary	KN150068.1,NW_003336525.1
chrUn_KN150070v1	14070	unplaced		primary	KN150070.1,NW_008805433.1
